stop_id,stop_code,stop_name,stop_url,wheelchair,route_id,loc_type,service_id
43-01,"10118",Station Angrignon,,"2",,"2",20M
"43","10118",Station Angrignon,http://www.stm.info/fr/infos/reseaux/metro/angrignon,"2","1","0",20M
42-01,"10120",Station Monk - Édicule Nord,,"2",,"2",20M
42-02,"10120",Station Monk - Édicule Sud,,"2",,"2",20M
"42","10120",Station Monk,http://www.stm.info/fr/infos/reseaux/metro/monk,"2","1","0",20M
41-01,"10122",Station Jolicoeur,,"2",,"2",20M
"41","10122",Station Jolicoeur,http://www.stm.info/fr/infos/reseaux/metro/jolicoeur,"2","1","0",20M
40-01,"10124",Station Verdun - Édicule Nord,,"2",,"2",20M
40-02,"10124",Station Verdun - Édicule Sud,,"2",,"2",20M
"40","10124",Station Verdun,http://www.stm.info/fr/infos/reseaux/metro/verdun,"2","1","0",20M
39-01,"10126",Station De l'Église - Édicule Wellington,,"2",,"2",20M
39-02,"10126",Station De l'Église,,"2",,"2",20M
"39","10126",Station De l'Église,http://www.stm.info/fr/infos/reseaux/metro/de-l-eglise,"2","1","0",20M
38-01,"10128",Station LaSalle,,"2",,"2",20M
"38","10128",Station LaSalle,http://www.stm.info/fr/infos/reseaux/metro/lasalle,"2","1","0",20M
37-01,"10130",Station Charlevoix,,"2",,"2",20M
"37","10130",Station Charlevoix,http://www.stm.info/fr/infos/reseaux/metro/charlevoix,"2","1","0",20M
36-01,"10132",Station Lionel-Groulx,,"1",,"2",20M
"36","10132",Station Lionel-Groulx,http://www.stm.info/fr/infos/reseaux/metro/lionel-groulx,"1","1,2","0",20M
35-01,"10134",Station Atwater - Édicule De Maisonneuve (A),,"2",,"2",20M
35-02,"10134",Station Atwater - Édicule Ste-Catherine (B),,"2",,"2",20M
"35","10134",Station Atwater,http://www.stm.info/fr/infos/reseaux/metro/atwater,"2","1","0",20M
34-01,"10136",Station Guy-Concordia - Édicule Guy (B),,"2",,"2",20M
34-02,"10136",Station Guy-Concordia - Édicule St-Mathieu (A),,"2",,"2",20M
"34","10136",Station Guy-Concordia,http://www.stm.info/fr/infos/reseaux/metro/guy-concordia,"2","1","0",20M
33-01,"10138",Station Peel - Édicule Ouest,,"2",,"2",20M
33-02,"10138",Station Peel - Édicule Metcalfe,,"2",,"2",20M
33-03,"10138",Station Peel - Édicule Est,,"2",,"2",20M
33-04,"10138",Station Peel - Édicule Stanley,,"2",,"2",20M
"33","10138",Station Peel,http://www.stm.info/fr/infos/reseaux/metro/peel,"2","1","0",20M
32-01,"10140",Station McGill - Édicule Tour KPMG,,"2",,"2",20M
32-02,"10140",Station McGill - Édicule Union,,"2",,"2",20M
32-03,"10140",Station McGill - Édicule Ste-Catherine,,"2",,"2",20M
32-07,"10140",Station McGill - Édicule McGill College,,"2",,"2",20M
"32","10140",Station McGill,http://www.stm.info/fr/infos/reseaux/metro/mcgill,"2","1","0",20M
32-06,"10140",Station McGill - Édicule De Maisonneuve,,"2",,"2",20M
32-04,"10140",Station McGill - Édicule University,,"2",,"2",20M
31-03,"10142",Station Place-des-Arts - Édicule De Bleury Sud,,"2",,"2",20M
31-02,"10142",Station Place-des-Arts - Édicule De Bleury Nord,,"2",,"2",20M
31-01,"10142",Station Place-des-Arts - Édicule Jeanne-Mance,,"2",,"2",20M
"31","10142",Station Place-des-Arts,http://www.stm.info/fr/infos/reseaux/metro/place-des-arts,"2","1","0",20M
31-04,"10142",Station Place-des-Arts - Édicule UQAM,,"2",,"2",20M
30-01,"10144",Station Saint-Laurent,,"2",,"2",20M
"30","10144",Station Saint-Laurent,http://www.stm.info/fr/infos/reseaux/metro/saint-laurent,"2","1","0",20M
11-01,"10146",Station Berri-UQAM - Édicule Ste-Catherine (B),,"2",,"2",20M
11-02,"10146",Station Berri-UQAM - Édicule St-Denis (D),,"1",,"2",20M
11-03,"10146",Station Berri-UQAM - Édicule Berri (A),,"2",,"2",20M
11-04,"10146",Station Berri-UQAM - Édicule boul. De Maisonneuve (C),,"2",,"2",20M
11-05,"10146",Station Berri-UQAM - Édicule Gare d'autocars de Montréal,,"2",,"2",20M
"9999114","10146",Station Berri-UQAM 4,http://www.stm.info/fr/infos/reseaux/metro/berri-uqam,"2","4","0",20M
"9999111","10146",Station Berri-UQAM 1,http://www.stm.info/fr/infos/reseaux/metro/berri-uqam,"2","1","0",20M
"9999112","10146",Station Berri-UQAM 2,http://www.stm.info/fr/infos/reseaux/metro/berri-uqam,"1","2","0",20M
29-01,"10148",Station Beaudry,,"2",,"2",20M
"29","10148",Station Beaudry,http://www.stm.info/fr/infos/reseaux/metro/beaudry,"2","1","0",20M
28-01,"10150",Station Papineau,,"2",,"2",20M
"28","10150",Station Papineau,http://www.stm.info/fr/infos/reseaux/metro/papineau,"2","1","0",20M
"27","10152",Station Frontenac,http://www.stm.info/fr/infos/reseaux/metro/frontenac,"2","1","0",20M
27-01,"10152",Station Frontenac,,"2",,"2",20M
"26","10154",Station Préfontaine,http://www.stm.info/fr/infos/reseaux/metro/prefontaine,"2","1","0",20M
26-01,"10154",Station Préfontaine - Édicule Hochelaga Sud (A),,"2",,"2",20M
26-02,"10154",Station Préfontaine - Édicule Hochelaga Nord (B),,"2",,"2",20M
25-01,"10156",Station Joliette - Édicule Hochelaga Nord (A),,"2",,"2",20M
25-02,"10156",Station Joliette - Édicule Hochelaga Sud (B),,"2",,"2",20M
"25","10156",Station Joliette,http://www.stm.info/fr/infos/reseaux/metro/joliette,"2","1","0",20M
24-01,"10158",Station Pie-IX - Édicule Est,,"2",,"2",20M
24-02,"10158",Station Pie-IX - Édicule Ouest,,"2",,"2",20M
"24","10158",Station Pie-IX,http://www.stm.info/fr/infos/reseaux/metro/pie-ix,"2","1","0",20M
"23","10160",Station Viau,http://www.stm.info/fr/infos/reseaux/metro/viau,"2","1","0",20M
23-01,"10160",Station Viau,,"2",,"2",20M
22-01,"10162",Station Assomption,,"2",,"2",20M
"22","10162",Station Assomption,http://www.stm.info/fr/infos/reseaux/metro/assomption,"2","1","0",20M
"21","10164",Station Cadillac,http://www.stm.info/fr/infos/reseaux/metro/cadillac,"2","1","0",20M
21-01,"10164",Station Cadillac - Édicule Sherbrooke Sud,,"2",,"2",20M
21-02,"10164",Station Cadillac - Édicule Sherbrooke Nord,,"2",,"2",20M
20-02,"10166",Station Langelier - Édicule Langelier Ouest,,"2",,"2",20M
20-03,"10166",Station Langelier - Édicule Sherbrooke Nord,,"2",,"2",20M
"20","10166",Station Langelier,http://www.stm.info/fr/infos/reseaux/metro/langelier,"2","1","0",20M
20-01,"10166",Station Langelier - Édicule Sherbrooke Sud,,"2",,"2",20M
19-01,"10168",Station Radisson - Édicule Sherbrooke Nord,,"2",,"2",20M
19-02,"10168",Station Radisson - Édicule Sherbrooke Sud,,"2",,"2",20M
19-03,"10168",Station Radisson - Édicule Terminus Radisson,,"2",,"2",20M
"19","10168",Station Radisson,http://www.stm.info/fr/infos/reseaux/metro/radisson,"2","1","0",20M
18-01,"10170",Station Honoré-Beaugrand - Édicule Sherbrooke Sud (C),,"2",,"2",20M
18-02,"10170",Station Honoré-Beaugrand - Édicule Sherbrooke Nord (B),,"2",,"2",20M
18-03,"10170",Station Honoré-Beaugrand - Édicule Honoré-Beaugrand Nord (A),,"1",,"2",20M
"18","10170",Station Honoré-Beaugrand,http://www.stm.info/fr/infos/reseaux/metro/honore-beaugrand,"1","1","0",20M
65-01,"10222",Station Côte-Vertu - Édicule Mac Donald,,"2",,"2",20M
65-02,"10222",Station Côte-Vertu - Édicule Sud,,"2",,"2",20M
65-03,"10222",Station Côte-Vertu - Édicule Nord,,"1",,"2",20M
"65","10222",Station Côte-Vertu,http://www.stm.info/fr/infos/reseaux/metro/cote-vertu,"1","2","0",20M
54-01,"10224",Station Du Collège - Édicule Cartier,,"2",,"2",20M
54-02,"10224",Station Du Collège,,"1",,"2",20M
"54","10224",Station Du Collège,http://www.stm.info/fr/infos/reseaux/metro/du-college,"1","2","0",20M
53-01,"10228",Station De la Savane,,"2",,"2",20M
"53","10228",Station De la Savane,http://www.stm.info/fr/infos/reseaux/metro/de-la-savane,"2","2","0",20M
52-01,"10230",Station Namur,,"2",,"2",20M
"52","10230",Station Namur,http://www.stm.info/fr/infos/reseaux/metro/namur,"2","2","0",20M
51-01,"10232",Station Plamondon,,"2",,"2",20M
51-02,"10232",Station Plamondon - Édicule Van Horne,,"2",,"2",20M
"51","10232",Station Plamondon,http://www.stm.info/fr/infos/reseaux/metro/plamondon,"2","2","0",20M
50-01,"10234",Station Côte Sainte-Catherine,,"2",,"2",20M
"50","10234",Station Côte-Sainte-Catherine,http://www.stm.info/fr/infos/reseaux/metro/cote-sainte-catherine,"2","2","0",20M
49-01,"10236",Station Snowdon,,"1",,"2",20M
"9999495","10236",Station Snowdon 5,http://www.stm.info/fr/infos/reseaux/metro/snowdon,"2","5","0",20M
"9999492","10236",Station Snowdon 2,http://www.stm.info/fr/infos/reseaux/metro/snowdon,"1","2","0",20M
48-01,"10238",Station Villa-Maria,,"2",,"2",20M
"48","10238",Station Villa-Maria,http://www.stm.info/fr/infos/reseaux/metro/villa-maria,"2","2","0",20M
47-01,"10242",Station Vendôme,,"2",,"2",20M
"47","10242",Station Vendôme,http://www.stm.info/fr/infos/reseaux/metro/vendome,"2","2","0",20M
46-03,"10244",Station Place-Saint-Henri - Édicule St-Jacques Nord,,"2",,"2",20M
"46","10244",Station Place-Saint-Henri,http://www.stm.info/fr/infos/reseaux/metro/place-saint-henri,"2","2","0",20M
46-01,"10244",Station Place-Saint-Henri - Édicule St-Ferdinand,,"2",,"2",20M
46-02,"10244",Station Place-Saint-Henri - Édicule St-Jacques Sud,,"2",,"2",20M
"17","10248",Station Georges-Vanier,http://www.stm.info/fr/infos/reseaux/metro/georges-vanier,"2","2","0",20M
17-01,"10248",Station Georges-Vanier,,"2",,"2",20M
"16","10250",Station Lucien-L'Allier,http://www.stm.info/fr/infos/reseaux/metro/lucien-l-allier,"2","2","0",20M
16-01,"10250",Station Lucien-L'Allier,,"2",,"2",20M
15-02,"10252",Station Bonaventure - Édicule De la Cathédrale,,"2",,"2",20M
15-01,"10252",Station Bonaventure - Édicule Peel,,"2",,"2",20M
"15","10252",Station Bonaventure,http://www.stm.info/fr/infos/reseaux/metro/bonaventure,"2","2","0",20M
14-01,"10254",Station Square-Victoria-OACI - Édicule Viger (C),,"2",,"2",20M
"14","10254",Station Square-Victoria–OACI,http://www.stm.info/fr/infos/reseaux/metro/square-victoria–oaci,"2","2","0",20M
14-02,"10254",Station Square-Victoria-OACI - Édicule St-Antoine (A),,"2",,"2",20M
14-03,"10254",Station Square-Victoria-OACI - Édicule St-Jacques (B),,"2",,"2",20M
14-05,"10254",Station Square-Victoria-OACI - Édicule Belmont (D),,"2",,"2",20M
13-02,"10256",Station Place-d'Armes - Édicule Viger,,"2",,"2",20M
"13","10256",Station Place-d'Armes,http://www.stm.info/fr/infos/reseaux/metro/place-d-armes,"1","2","0",20M
13-01,"10256",Station Place-d'Armes - Édicule St-Urbain,,"1",,"2",20M
12-02,"10258",Station Champ-de-Mars - Édicule St-Antoine,,"2",,"2",20M
"12","10258",Station Champ-de-Mars,http://www.stm.info/fr/infos/reseaux/metro/champ-de-mars,"1","2","0",20M
12-01,"10258",Station Champ-de-Mars - Édicule Nord,,"1",,"2",20M
10-01,"10262",Station Sherbrooke - Édicule Berri Est,,"2",,"2",20M
10-02,"10262",Station Sherbrooke - Édicule Berri Ouest,,"2",,"2",20M
"10","10262",Station Sherbrooke,http://www.stm.info/fr/infos/reseaux/metro/sherbrooke,"2","2","0",20M
09-01,"10264",Station Mont-Royal,,"2",,"2",20M
"9","10264",Station Mont-Royal,http://www.stm.info/fr/infos/reseaux/metro/mont-royal,"2","2","0",20M
"8","10266",Station Laurier,http://www.stm.info/fr/infos/reseaux/metro/laurier,"2","2","0",20M
08-01,"10266",Station Laurier - Édicule St-Joseph/Gilford (A),,"2",,"2",20M
08-02,"10266",Station Laurier - Édicule avenue Laurier (B),,"2",,"2",20M
"7","10268",Station Rosemont,http://www.stm.info/fr/infos/reseaux/metro/rosemont,"1","2","0",20M
07-01,"10268",Station Rosemont,,"1",,"2",20M
06-01,"10270",Station Beaubien,,"2",,"2",20M
"6","10270",Station Beaubien,http://www.stm.info/fr/infos/reseaux/metro/beaubien,"2","2","0",20M
05-02,"10272",Station Jean-Talon - Édicule Plaza St-Hubert,,"2",,"2",20M
05-04,"10272",Station Jean-Talon - Édicule Nord,,"2",,"2",20M
"9999052","10272",Station Jean-Talon 2,http://www.stm.info/fr/infos/reseaux/metro/jean-talon,"1","2","0",20M
05-03,"10272",Station Jean-Talon - Édicule Tour Jean-Talon,,"2",,"2",20M
"9999055","10272",Station Jean-Talon 5,http://www.stm.info/fr/infos/reseaux/metro/jean-talon,"2","5","0",20M
05-01,"10272",Station Jean-Talon - Édicule Sud,,"1",,"2",20M
04-01,"10274",Station Jarry,,"2",,"2",20M
"4","10274",Station Jarry,http://www.stm.info/fr/infos/reseaux/metro/jarry,"2","2","0",20M
"3","10276",Station Crémazie,http://www.stm.info/fr/infos/reseaux/metro/cremazie,"2","2","0",20M
03-02,"10276",Station Crémazie - Édicule Terminus Crémazie (A),,"2",,"2",20M
03-01,"10276",Station Crémazie - Édicule Crémazie Sud (B),,"2",,"2",20M
03-03,"10276",Station Crémazie - Édicule Crémazie Nord (A),,"2",,"2",20M
02-02,"10278",Station Sauvé - Édicule Sud,,"2",,"2",20M
"2","10278",Station Sauvé,http://www.stm.info/fr/infos/reseaux/metro/sauve,"2","2","0",20M
02-01,"10278",Station Sauvé - Édicule Nord,,"2",,"2",20M
"1","10280",Station Henri-Bourassa,http://www.stm.info/fr/infos/reseaux/metro/henri-bourassa,"1","2","0",20M
01-03,"10280",Station Henri-Bourassa - Édicule Nord,,"2",,"2",20M
01-05,"10280",Station Henri-Bourassa - Édicule Terminus Henri-Bourassa,,"2",,"2",20M
01-04,"10280",Station Henri-Bourassa - Édicule Sud,,"1",,"2",20M
01-01,"10280",Station Henri-Bourassa - Édicule rue Berri,,"2",,"2",20M
66-02,"10282",Station Cartier - Édicule boul. Cartier,,"2",,"2",20M
66-01,"10282",Station Cartier - Édicule Terminus Cartier,,"1",,"2",20M
"66","10282",Station Cartier,http://www.stm.info/fr/infos/reseaux/metro/cartier,"1","2","0",20M
67-01,"10286",Station De la Concorde,,"1",,"2",20M
"67","10286",Station De la Concorde,http://www.stm.info/fr/infos/reseaux/metro/de-la-concorde,"1","2","0",20M
68-01,"10288",Station Montmorency,,"1",,"2",20M
"68","10288",Station Montmorency,http://www.stm.info/fr/infos/reseaux/metro/montmorency,"1","2","0",20M
"45","10452",Station Jean-Drapeau,http://www.stm.info/fr/infos/reseaux/metro/jean-drapeau,"2","4","0",20M
45-01,"10452",Station Jean-Drapeau,,"2",,"2",20M
44-02,"10454",Station Longueuil–U.-de-Sherbrooke - Édicule Terminus Longueuil,,"2",,"2",20M
"44","10454",Station Longueuil–Université-de-Sherbrooke,http://www.stm.info/fr/infos/reseaux/metro/longueuil–universite-de-sherbrooke,"2","4","0",20M
44-03,"10454",Station Longueuil–U.-de-Sherbrooke - Édicule De Sérigny,,"2",,"2",20M
44-01,"10454",Station Longueuil–U.-de-Sherbrooke - Édicule Longueuil-U-de-S,,"2",,"2",20M
55-02,"10534",Station Côte-des-Neiges - Édicule Est (B),,"2",,"2",20M
"55","10534",Station Côte-des-Neiges,http://www.stm.info/fr/infos/reseaux/metro/cote-des-neiges,"2","5","0",20M
55-01,"10534",Station Côte-des-Neiges - Édicule Ouest (A),,"2",,"2",20M
56-01,"10536",Station Université-de-Montréal - Édicule Louis-Colin,,"2",,"2",20M
"56","10536",Station Université-de-Montréal,http://www.stm.info/fr/infos/reseaux/metro/universite-de-montreal,"2","5","0",20M
56-02,"10536",Station Université-de-Montréal - Édicule Édouard-Montpetit,,"2",,"2",20M
56-03,"10536",Station Université-de-Montréal,,"2",,"2",20M
57-03,"10538",Station Édouard-Montpetit - Édicule boul. Édouard-Montpetit (A),,"2",,"2",20M
57-02,"10538",Station Édouard-Montpetit - Édicule Vincent-D'Indy (B),,"2",,"2",20M
"57","10538",Station Édouard-Montpetit,http://www.stm.info/fr/infos/reseaux/metro/edouard-montpetit,"2","5","0",20M
58-01,"10540",Station Outremont,,"2",,"2",20M
"58","10540",Station Outremont,http://www.stm.info/fr/infos/reseaux/metro/outremont,"2","5","0",20M
59-01,"10542",Station Acadie - Édicule Beaumont,,"2",,"2",20M
"59","10542",Station Acadie,http://www.stm.info/fr/infos/reseaux/metro/acadie,"2","5","0",20M
59-02,"10542",Station Acadie,,"2",,"2",20M
"60","10544",Station Parc,http://www.stm.info/fr/infos/reseaux/metro/parc,"2","5","0",20M
60-01,"10544",Station Parc,,"2",,"2",20M
"61","10546",Station De Castelnau,http://www.stm.info/fr/infos/reseaux/metro/de-castelnau,"2","5","0",20M
61-02,"10546",Station De Castelnau - Édicule St-Laurent Ouest,,"2",,"2",20M
61-01,"10546",Station De Castelnau - Édicule St-Laurent Est,,"2",,"2",20M
"62","10552",Station Fabre,http://www.stm.info/fr/infos/reseaux/metro/fabre,"2","5","0",20M
62-02,"10552",Station Fabre (B),,"2",,"2",20M
62-01,"10552",Station Fabre - Édicule Papineau (A),,"2",,"2",20M
63-02,"10554",Station D'Iberville - Édicule Louis-Hébert,,"2",,"2",20M
63-01,"10554",Station D'Iberville - Édicule Iberville,,"2",,"2",20M
"63","10554",Station D'Iberville,http://www.stm.info/fr/infos/reseaux/metro/d-iberville,"2","5","0",20M
64-01,"10556",Station Saint-Michel - Édicule Est,,"2",,"2",20M
"64","10556",Station Saint-Michel,http://www.stm.info/fr/infos/reseaux/metro/saint-michel,"2","5","0",20M
64-02,"10556",Station Saint-Michel - Édicule Ouest,,"2",,"2",20M
"50101","50101",Louis-Hippolyte-La Fontaine / Curatteau,http://m.stm.info/fr/horaires/arrets/50101/bus,"1","18","0",20M
"50102","50102",Saint-Jacques / No 6640,http://m.stm.info/fr/horaires/arrets/50102/bus,"1","90","0",20M
"50103","50103",Saint-Jacques / No 6710,http://m.stm.info/fr/horaires/arrets/50103/bus,"1","90","0",20M
"50104","50104",Gare Canora (Jean-Talon / Wilderton),http://m.stm.info/fr/horaires/arrets/50104/bus,"1","92,372","0",20M
"50105","50105",Station Viau,http://m.stm.info/fr/horaires/arrets/50105/bus,"1","136","0",20M
"50106","50106",Saint-Joseph / No 3600,http://m.stm.info/fr/horaires/arrets/50106/bus,"1","27,427","0",20M
"50107","50107",Viau / de Marseille,http://m.stm.info/fr/horaires/arrets/50107/bus,"1","136,258,353","0",20M
"50108","50108",Centre sportif Pierre-Charbonneau,http://m.stm.info/fr/horaires/arrets/50108/bus,"1","136,353","0",20M
"50109","50109",Louis-Hippolyte-La Fontaine / Fonteneau,http://m.stm.info/fr/horaires/arrets/50109/bus,"1","18","0",20M
"50110","50110",Gare Montréal-Ouest (Elmhurst/Sherbrooke),http://m.stm.info/fr/horaires/arrets/50110/bus,"1","51","0",20M
"50111","50111",du Parc / Milton,http://m.stm.info/fr/horaires/arrets/50111/bus,"1","80,129,365,480","0",20M
"50112","50112",du Parc / Prince-Arthur,http://m.stm.info/fr/horaires/arrets/50112/bus,"1","80,129,365,480","0",20M
"50113","50113",Rachel / André-Laurendeau,http://m.stm.info/fr/horaires/arrets/50113/bus,"1","97","0",20M
"50114","50114",CEPSUM (Édouard-Montpetit / No 2141),http://m.stm.info/fr/horaires/arrets/50114/bus,"1","51,119,368","0",20M
"50115","50115",du Parc / Léo-Pariseau,http://m.stm.info/fr/horaires/arrets/50115/bus,"1","80,129,365,480","0",20M
"50116","50116",Bates / No 240,http://m.stm.info/fr/horaires/arrets/50116/bus,"1","160","0",20M
"50117","50117",Station Jean-Drapeau,http://m.stm.info/fr/horaires/arrets/50117/bus,"1","777","0",20M
"50119","50119",Sherbrooke / Yves-Thériault,http://m.stm.info/fr/horaires/arrets/50119/bus,"1","86,186,430,486","0",20M
"50120","50120",Sherbrooke / Arthur-Généreux,http://m.stm.info/fr/horaires/arrets/50120/bus,"1","86,186,486","0",20M
"50121","50121",Sherbrooke / Arthur-Généreux,http://m.stm.info/fr/horaires/arrets/50121/bus,"1","86,186,486","0",20M
"50122","50122",Henri-Bourassa / No 9875,http://m.stm.info/fr/horaires/arrets/50122/bus,"1","40,86,428","0",20M
"50123","50123",Sherbrooke / du Parc-La Fontaine,http://m.stm.info/fr/horaires/arrets/50123/bus,"1","356","0",20M
"50124","50124",Gouin / du Ruisseau,http://m.stm.info/fr/horaires/arrets/50124/bus,"2","68,382,468","0",20M
"50125","50125",Gouin / Wilfrid-Lazure,http://m.stm.info/fr/horaires/arrets/50125/bus,"2","68,382,468","0",20M
"50126","50126",Gouin / Antoine-Berthelet,http://m.stm.info/fr/horaires/arrets/50126/bus,"2","68,382,468","0",20M
"50127","50127",Gouin / Albert-Prévost,http://m.stm.info/fr/horaires/arrets/50127/bus,"1","68,382,468","0",20M
"50128","50128",Gouin / Toupin,http://m.stm.info/fr/horaires/arrets/50128/bus,"1","68,382,468","0",20M
"50129","50129",Gouin / Toupin,http://m.stm.info/fr/horaires/arrets/50129/bus,"1","68,382,468","0",20M
"50130","50130",Toupin / Gouin,http://m.stm.info/fr/horaires/arrets/50130/bus,"1","170","0",20M
"50131","50131",de Beauséjour / Gouin,http://m.stm.info/fr/horaires/arrets/50131/bus,"1","170","0",20M
"50132","50132",Gouin / de Beauséjour,http://m.stm.info/fr/horaires/arrets/50132/bus,"1","68,382,468","0",20M
"50133","50133",Gouin / de Beauséjour,http://m.stm.info/fr/horaires/arrets/50133/bus,"1","68,170,382,468","0",20M
"50134","50134",Gouin / Olivier,http://m.stm.info/fr/horaires/arrets/50134/bus,"1","68,382,468","0",20M
"50135","50135",Gouin / Olivier,http://m.stm.info/fr/horaires/arrets/50135/bus,"1","68,382,468","0",20M
"50136","50136",Gouin / Henri-D'Arles,http://m.stm.info/fr/horaires/arrets/50136/bus,"1","68,382,468","0",20M
"50137","50137",Gouin / Henri-D'Arles,http://m.stm.info/fr/horaires/arrets/50137/bus,"1","68,170,382,468","0",20M
"50138","50138",Gouin / du Golf,http://m.stm.info/fr/horaires/arrets/50138/bus,"1","68,382,468","0",20M
"50139","50139",Gouin / du Golf,http://m.stm.info/fr/horaires/arrets/50139/bus,"1","68,382,468","0",20M
"50140","50140",Gouin / de Somerset,http://m.stm.info/fr/horaires/arrets/50140/bus,"1","68,382,468","0",20M
"50141","50141",Gouin / de Somerset,http://m.stm.info/fr/horaires/arrets/50141/bus,"1","68,382,468","0",20M
"50142","50142",Gouin / Cousineau,http://m.stm.info/fr/horaires/arrets/50142/bus,"1","68,263,382,468","0",20M
"50143","50143",Laurentien / Gouin,http://m.stm.info/fr/horaires/arrets/50143/bus,"1","180,365","0",20M
"50144","50144",Gouin / Laurentien,http://m.stm.info/fr/horaires/arrets/50144/bus,"1","68,382,468","0",20M
"50145","50145",Gouin / Laurentien,http://m.stm.info/fr/horaires/arrets/50145/bus,"1","68,382,468","0",20M
"50146","50146",Gouin / Lachapelle,http://m.stm.info/fr/horaires/arrets/50146/bus,"1","68,382,468","0",20M
"50147","50147",Lachapelle / Chevalier,http://m.stm.info/fr/horaires/arrets/50147/bus,"1","365","0",20M
"50148","50148",Ranger / Gouin,http://m.stm.info/fr/horaires/arrets/50148/bus,"1","64,68,468","0",20M
"50149","50149",Grenet / De Serres,http://m.stm.info/fr/horaires/arrets/50149/bus,"1","64","0",20M
"50150","50150",De Serres / Grenet,http://m.stm.info/fr/horaires/arrets/50150/bus,"1","69","0",20M
"50151","50151",Grenet / Gouin,http://m.stm.info/fr/horaires/arrets/50151/bus,"1","68,382,468","0",20M
"50152","50152",Laurentien / Émile-Nelligan,http://m.stm.info/fr/horaires/arrets/50152/bus,"1","180,365","0",20M
"50153","50153",Lachapelle / Émile-Nelligan,http://m.stm.info/fr/horaires/arrets/50153/bus,"1","180,365","0",20M
"50154","50154",Grenet / De Mésy,http://m.stm.info/fr/horaires/arrets/50154/bus,"1","64,382","0",20M
"50155","50155",Grenet / De Mésy,http://m.stm.info/fr/horaires/arrets/50155/bus,"1","382","0",20M
"50156","50156",De Mésy / Grenet,http://m.stm.info/fr/horaires/arrets/50156/bus,"1","64,68,468","0",20M
"50157","50157",Gouin / de la Miséricorde,http://m.stm.info/fr/horaires/arrets/50157/bus,"1","69","0",20M
"50158","50158",Gouin / de la Miséricorde,http://m.stm.info/fr/horaires/arrets/50158/bus,"1","69","0",20M
"50159","50159",Laurentien / Périnault,http://m.stm.info/fr/horaires/arrets/50159/bus,"1","180,365","0",20M
"50160","50160",Hôpital du Sacré-Coeur (Gouin/No 5400),http://m.stm.info/fr/horaires/arrets/50160/bus,"1","69,263","0",20M
"50161","50161",Grenet / Legault,http://m.stm.info/fr/horaires/arrets/50161/bus,"1","64,382","0",20M
"50162","50162",Grenet / Legault,http://m.stm.info/fr/horaires/arrets/50162/bus,"1","64,382","0",20M
"50163","50163",Lachapelle / Périnault,http://m.stm.info/fr/horaires/arrets/50163/bus,"1","180,365","0",20M
"50164","50164",Saint-Évariste / Gouin,http://m.stm.info/fr/horaires/arrets/50164/bus,"1","117","0",20M
"50165","50165",Gouin / Saint-Évariste,http://m.stm.info/fr/horaires/arrets/50165/bus,"1","69","0",20M
"50166","50166",Gouin / Saint-Évariste,http://m.stm.info/fr/horaires/arrets/50166/bus,"1","69","0",20M
"50167","50167",De Salaberry / Lachapelle,http://m.stm.info/fr/horaires/arrets/50167/bus,"1","180,263,365","0",20M
"50168","50168",De Salaberry / Lachapelle,http://m.stm.info/fr/horaires/arrets/50168/bus,"1","180,263,365","0",20M
"50169","50169",Gouin / O'Brien,http://m.stm.info/fr/horaires/arrets/50169/bus,"1","69,117","0",20M
"50170","50170",Gouin / Saint-Germain,http://m.stm.info/fr/horaires/arrets/50170/bus,"1","69","0",20M
"50171","50171",Grenet / De Salaberry,http://m.stm.info/fr/horaires/arrets/50171/bus,"1","64,382","0",20M
"50172","50172",De Salaberry / Grenet,http://m.stm.info/fr/horaires/arrets/50172/bus,"1","180,365","0",20M
"50173","50173",Grenet / De Salaberry,http://m.stm.info/fr/horaires/arrets/50173/bus,"1","64,382","0",20M
"50174","50174",De Salaberry / Grenet,http://m.stm.info/fr/horaires/arrets/50174/bus,"1","180,365","0",20M
"50175","50175",Gouin / Dépatie,http://m.stm.info/fr/horaires/arrets/50175/bus,"1","69","0",20M
"50176","50176",Gouin / Dépatie,http://m.stm.info/fr/horaires/arrets/50176/bus,"1","69","0",20M
"50177","50177",Grenet / No 11940,http://m.stm.info/fr/horaires/arrets/50177/bus,"1","64,382","0",20M
"50178","50178",De Salaberry / De Meulles,http://m.stm.info/fr/horaires/arrets/50178/bus,"1","180,365","0",20M
"50179","50179",De Salaberry / De Meulles,http://m.stm.info/fr/horaires/arrets/50179/bus,"1","180,365","0",20M
"50180","50180",Gouin / Filion,http://m.stm.info/fr/horaires/arrets/50180/bus,"1","69","0",20M
"50181","50181",Gouin / Filion,http://m.stm.info/fr/horaires/arrets/50181/bus,"1","69","0",20M
"50182","50182",de Louisbourg / Ranger,http://m.stm.info/fr/horaires/arrets/50182/bus,"1","164,170,263","0",20M
"50183","50183",Grenet / de Louisbourg,http://m.stm.info/fr/horaires/arrets/50183/bus,"1","64,382","0",20M
"50184","50184",Grenet / de Louisbourg,http://m.stm.info/fr/horaires/arrets/50184/bus,"1","64,263,382","0",20M
"50185","50185",de Louisbourg / Grenet,http://m.stm.info/fr/horaires/arrets/50185/bus,"1","164,170","0",20M
"50186","50186",de Louisbourg / Grenet,http://m.stm.info/fr/horaires/arrets/50186/bus,"1","164","0",20M
