stop_id,stop_code,stop_name,stop_url,wheelchair,route_id,loc_type,service_id
"50727","50727",Fielding / Cavendish,http://m.stm.info/fr/horaires/arrets/50727/bus,"1","51","0",20M
"50728","50728",Clanranald / Bourret,http://m.stm.info/fr/horaires/arrets/50728/bus,"1","129,166","0",20M
"50729","50729",Somerled / Mariette,http://m.stm.info/fr/horaires/arrets/50729/bus,"1","102","0",20M
"50730","50730",Somerled / Mariette,http://m.stm.info/fr/horaires/arrets/50730/bus,"1","102","0",20M
"50731","50731",Charland / D'Iberville,http://m.stm.info/fr/horaires/arrets/50731/bus,"1","41,121,378","0",20M
"50732","50732",Saint-Michel / Sauvé,http://m.stm.info/fr/horaires/arrets/50732/bus,"1","67,357,467","0",20M
"50733","50733",Saint-Michel / Sauvé,http://m.stm.info/fr/horaires/arrets/50733/bus,"1","67,357,467","0",20M
"50734","50734",Crémazie / Henri-Julien,http://m.stm.info/fr/horaires/arrets/50734/bus,"1","19,52,54,100","0",20M
"50735","50735",Jean-Talon / Mulberry,http://m.stm.info/fr/horaires/arrets/50735/bus,"2","92,372","0",20M
"50736","50736",Station Plamondon (Victoria / Plamondon),http://m.stm.info/fr/horaires/arrets/50736/bus,"1","124,368","0",20M
"50737","50737",Station Plamondon (Victoria / Plamondon),http://m.stm.info/fr/horaires/arrets/50737/bus,"1","124,368","0",20M
"50738","50738",Station Plamondon (Plamondon / Victoria),http://m.stm.info/fr/horaires/arrets/50738/bus,"1","160","0",20M
"50739","50739",Champagneur / d'Anvers,http://m.stm.info/fr/horaires/arrets/50739/bus,"1","80,193,480","0",20M
"50740","50740",de Liège / de l'Esplanade,http://m.stm.info/fr/horaires/arrets/50740/bus,"1","52,135","0",20M
"50741","50741",Gare Montréal-Ouest (Elmhurst/Sherbrooke),http://m.stm.info/fr/horaires/arrets/50741/bus,"1","105","0",20M
"50743","50743",Elmhurst / Coffee,http://m.stm.info/fr/horaires/arrets/50743/bus,"1","123,356","0",20M
"50744","50744",Van Horne / de Westbury,http://m.stm.info/fr/horaires/arrets/50744/bus,"1","161,370","0",20M
"50745","50745",Van Horne / de Westbury,http://m.stm.info/fr/horaires/arrets/50745/bus,"1","161,370","0",20M
"50746","50746",Jean-Talon / Frobisher,http://m.stm.info/fr/horaires/arrets/50746/bus,"1","92,372","0",20M
"50747","50747",Sherbrooke / Patricia,http://m.stm.info/fr/horaires/arrets/50747/bus,"1","51,105,162","0",20M
"50748","50748",Bloomfield / d'Anvers,http://m.stm.info/fr/horaires/arrets/50748/bus,"1","80,193,480","0",20M
"50749","50749",Somerled / King-Edward,http://m.stm.info/fr/horaires/arrets/50749/bus,"1","102","0",20M
"50750","50750",Somerled / King-Edward,http://m.stm.info/fr/horaires/arrets/50750/bus,"1","102","0",20M
"50751","50751",de Liège / de Reims,http://m.stm.info/fr/horaires/arrets/50751/bus,"1","52","0",20M
"50752","50752",Côte-Saint-Luc / Hingston,http://m.stm.info/fr/horaires/arrets/50752/bus,"1","66","0",20M
"50753","50753",Barclay / Lavoie,http://m.stm.info/fr/horaires/arrets/50753/bus,"1","160","0",20M
"50754","50754",Charland / Sackville,http://m.stm.info/fr/horaires/arrets/50754/bus,"1","41,121,378,440","0",20M
"50755","50755",Charland / Sackville,http://m.stm.info/fr/horaires/arrets/50755/bus,"1","41,54,440","0",20M
"50756","50756",Station Crémazie Sud (Saint-Denis / Crémazie),http://m.stm.info/fr/horaires/arrets/50756/bus,"1","31,361","0",20M
"50758","50758",Station Crémazie Sud (St-Denis / Crémazie),http://m.stm.info/fr/horaires/arrets/50758/bus,"1","31,361","0",20M
"50760","50760",Station Crémazie Nord (St-Denis / Crémazie),http://m.stm.info/fr/horaires/arrets/50760/bus,"1","146","0",20M
"50761","50761",Fielding / West Hill,http://m.stm.info/fr/horaires/arrets/50761/bus,"1","51","0",20M
"50762","50762",Fielding / West Hill,http://m.stm.info/fr/horaires/arrets/50762/bus,"1","51","0",20M
"50763","50763",Sherbrooke / West Broadway,http://m.stm.info/fr/horaires/arrets/50763/bus,"1","105,162,356","0",20M
"50764","50764",West Broadway / Sherbrooke,http://m.stm.info/fr/horaires/arrets/50764/bus,"1","51","0",20M
"50765","50765",Sherbrooke / West Broadway,http://m.stm.info/fr/horaires/arrets/50765/bus,"1","105,162,356","0",20M
"50766","50766",West Broadway / Sherbrooke,http://m.stm.info/fr/horaires/arrets/50766/bus,"1","51","0",20M
"50767","50767",Station Crémazie Nord (Crémazie / Berri),http://m.stm.info/fr/horaires/arrets/50767/bus,"1","100","0",20M
"50768","50768",Station Crémazie Nord (Berri / Crémazie),http://m.stm.info/fr/horaires/arrets/50768/bus,"1","31,361","0",20M
"50769","50769",Station Crémazie Sud (Crémazie / Berri),http://m.stm.info/fr/horaires/arrets/50769/bus,"1","19,54,100,135","0",20M
"50770","50770",Station Crémazie Sud (Crémazie / Berri),http://m.stm.info/fr/horaires/arrets/50770/bus,"1","460","0",20M
"50772","50772",Christophe-Colomb / Émile-Journault,http://m.stm.info/fr/horaires/arrets/50772/bus,"1","54","0",20M
"50773","50773",Émile-Journault / Christophe-Colomb,http://m.stm.info/fr/horaires/arrets/50773/bus,"1","54","0",20M
"50774","50774",Christophe-Colomb / Émile-Journault,http://m.stm.info/fr/horaires/arrets/50774/bus,"1","146","0",20M
"50775","50775",Christophe-Colomb / Émile-Journault,http://m.stm.info/fr/horaires/arrets/50775/bus,"1","146","0",20M
"50776","50776",Côte-Saint-Luc / Heath,http://m.stm.info/fr/horaires/arrets/50776/bus,"1","66","0",20M
"50777","50777",Van Horne / Lemieux,http://m.stm.info/fr/horaires/arrets/50777/bus,"1","161,370","0",20M
"50778","50778",Van Horne / Lemieux,http://m.stm.info/fr/horaires/arrets/50778/bus,"1","161,370","0",20M
"50779","50779",de l'Acadie / Jarry,http://m.stm.info/fr/horaires/arrets/50779/bus,"1","365","0",20M
"50780","50780",de l'Acadie / Jarry,http://m.stm.info/fr/horaires/arrets/50780/bus,"2","365","0",20M
"50781","50781",Jarry / de l'Acadie,http://m.stm.info/fr/horaires/arrets/50781/bus,"1","179","0",20M
"50782","50782",Jarry / de l'Acadie,http://m.stm.info/fr/horaires/arrets/50782/bus,"1","179","0",20M
"50783","50783",Somerled / Walkley,http://m.stm.info/fr/horaires/arrets/50783/bus,"1","102","0",20M
"50784","50784",Somerled / Walkley,http://m.stm.info/fr/horaires/arrets/50784/bus,"1","102","0",20M
"50785","50785",Saint-Laurent / de Liège,http://m.stm.info/fr/horaires/arrets/50785/bus,"1","52,55,363","0",20M
"50786","50786",Saint-Laurent / de Liège,http://m.stm.info/fr/horaires/arrets/50786/bus,"1","55,363","0",20M
"50787","50787",de Liège / Clark,http://m.stm.info/fr/horaires/arrets/50787/bus,"1","52","0",20M
"50788","50788",Saint-Laurent / de Liège,http://m.stm.info/fr/horaires/arrets/50788/bus,"1","52","0",20M
"50789","50789",Côte-des-Neiges / Mackenzie,http://m.stm.info/fr/horaires/arrets/50789/bus,"1","165,369,465","0",20M
"50790","50790",Décarie / Bourret,http://m.stm.info/fr/horaires/arrets/50790/bus,"1","17,371","0",20M
"50791","50791",Plamondon / Lavoie,http://m.stm.info/fr/horaires/arrets/50791/bus,"1","160","0",20M
"50792","50792",Station Crémazie Nord,http://m.stm.info/fr/horaires/arrets/50792/bus,"1","56,146","0",20M
"50793","50793",Station Crémazie Nord (Lajeunesse / Crémazie),http://m.stm.info/fr/horaires/arrets/50793/bus,"1","31,361","0",20M
"50794","50794",Station Crémazie Nord (Crémazie / Lajeunesse),http://m.stm.info/fr/horaires/arrets/50794/bus,"1","19,192,460","0",20M
"50795","50795",MacDonald / Langhorne,http://m.stm.info/fr/horaires/arrets/50795/bus,"1","166","0",20M
"50796","50796",Grand Boulevard / Fielding,http://m.stm.info/fr/horaires/arrets/50796/bus,"1","103","0",20M
"50797","50797",Fielding / Grand Boulevard,http://m.stm.info/fr/horaires/arrets/50797/bus,"1","51","0",20M
"50798","50798",Grand Boulevard / Fielding,http://m.stm.info/fr/horaires/arrets/50798/bus,"1","103","0",20M
"50799","50799",Fielding / Grand Boulevard,http://m.stm.info/fr/horaires/arrets/50799/bus,"1","51","0",20M
"50800","50800",Elmhurst / Harley,http://m.stm.info/fr/horaires/arrets/50800/bus,"1","123,356","0",20M
"50801","50801",Elmhurst / Harley,http://m.stm.info/fr/horaires/arrets/50801/bus,"1","123,356","0",20M
"50802","50802",Charland / J.-J.-Gagnier,http://m.stm.info/fr/horaires/arrets/50802/bus,"1","41,121,378,440","0",20M
"50803","50803",Charland / J.-J.-Gagnier,http://m.stm.info/fr/horaires/arrets/50803/bus,"1","41,54,440","0",20M
"50804","50804",Papineau / Legendre,http://m.stm.info/fr/horaires/arrets/50804/bus,"1","45,54,359","0",20M
"50805","50805",Papineau / Legendre,http://m.stm.info/fr/horaires/arrets/50805/bus,"1","45,54,359","0",20M
"50806","50806",Décarie / Lucy,http://m.stm.info/fr/horaires/arrets/50806/bus,"1","17,371","0",20M
"50807","50807",Barclay / Légaré,http://m.stm.info/fr/horaires/arrets/50807/bus,"1","160","0",20M
"50808","50808",Jarry / Wiseman,http://m.stm.info/fr/horaires/arrets/50808/bus,"1","179","0",20M
"50809","50809",Jarry / Wiseman,http://m.stm.info/fr/horaires/arrets/50809/bus,"1","179","0",20M
"50810","50810",Côte-des-Neiges / de Bedford,http://m.stm.info/fr/horaires/arrets/50810/bus,"1","165,369,465","0",20M
"50812","50812",Crémazie / Foucher,http://m.stm.info/fr/horaires/arrets/50812/bus,"1","54,192","0",20M
"50813","50813",Crémazie / Foucher,http://m.stm.info/fr/horaires/arrets/50813/bus,"1","54,192","0",20M
"50814","50814",Saint-Michel / Charland,http://m.stm.info/fr/horaires/arrets/50814/bus,"1","67,357","0",20M
"50815","50815",Saint-Michel / Charland,http://m.stm.info/fr/horaires/arrets/50815/bus,"1","67,357","0",20M
"50816","50816",de Liège / De Gaspé,http://m.stm.info/fr/horaires/arrets/50816/bus,"1","52","0",20M
"50817","50817",Station Plamondon (Victoria / Van Horne),http://m.stm.info/fr/horaires/arrets/50817/bus,"1","124,368","0",20M
"50818","50818",Station Plamondon (Victoria / Van Horne),http://m.stm.info/fr/horaires/arrets/50818/bus,"1","124,368","0",20M
"50819","50819",Station Plamondon (Van Horne / Victoria),http://m.stm.info/fr/horaires/arrets/50819/bus,"1","161,370","0",20M
"50820","50820",Station Plamondon (Van Horne / Victoria),http://m.stm.info/fr/horaires/arrets/50820/bus,"1","161,370","0",20M
"50821","50821",Jean-Talon / de Dieppe,http://m.stm.info/fr/horaires/arrets/50821/bus,"1","92,372","0",20M
"50822","50822",Jean-Talon / de Dieppe,http://m.stm.info/fr/horaires/arrets/50822/bus,"1","92,372","0",20M
"50823","50823",Somerled / Cavendish,http://m.stm.info/fr/horaires/arrets/50823/bus,"1","102","0",20M
"50824","50824",Cavendish / Somerled,http://m.stm.info/fr/horaires/arrets/50824/bus,"1","104,138,420","0",20M
"50825","50825",Somerled / Cavendish,http://m.stm.info/fr/horaires/arrets/50825/bus,"1","102","0",20M
"50826","50826",Cavendish / Somerled,http://m.stm.info/fr/horaires/arrets/50826/bus,"1","104,138,420","0",20M
"50827","50827",Fielding / Hingston,http://m.stm.info/fr/horaires/arrets/50827/bus,"1","51","0",20M
"50828","50828",Fielding / Hingston,http://m.stm.info/fr/horaires/arrets/50828/bus,"1","51","0",20M
"50829","50829",Champagneur / Jarry,http://m.stm.info/fr/horaires/arrets/50829/bus,"1","80,179,480","0",20M
"50830","50830",Jarry / Champagneur,http://m.stm.info/fr/horaires/arrets/50830/bus,"1","193","0",20M
"50831","50831",Université Concordia / Campus Loyola,http://m.stm.info/fr/horaires/arrets/50831/bus,"1","105,162,356","0",20M
"50832","50832",Earnscliffe / Dupuis,http://m.stm.info/fr/horaires/arrets/50832/bus,"1","63,129","0",20M
"50833","50833",Émile-Journault / André-Grasset,http://m.stm.info/fr/horaires/arrets/50833/bus,"1","54","0",20M
"50834","50834",Émile-Journault / André-Grasset,http://m.stm.info/fr/horaires/arrets/50834/bus,"1","54","0",20M
"50835","50835",Décarie / Côte-Sainte-Catherine,http://m.stm.info/fr/horaires/arrets/50835/bus,"1","17,371","0",20M
"50836","50836",Plamondon / Légaré,http://m.stm.info/fr/horaires/arrets/50836/bus,"1","160","0",20M
"50837","50837",Bloomfield / Jarry,http://m.stm.info/fr/horaires/arrets/50837/bus,"1","80,480","0",20M
"50838","50838",Jarry / Bloomfield,http://m.stm.info/fr/horaires/arrets/50838/bus,"1","179","0",20M
"50839","50839",Goyer / Côte-des-Neiges,http://m.stm.info/fr/horaires/arrets/50839/bus,"1","160","0",20M
"50840","50840",Saint-Denis / de Liège,http://m.stm.info/fr/horaires/arrets/50840/bus,"1","31,361","0",20M
"50841","50841",de Liège / Saint-Denis,http://m.stm.info/fr/horaires/arrets/50841/bus,"1","52","0",20M
"50842","50842",Saint-Denis / de Liège,http://m.stm.info/fr/horaires/arrets/50842/bus,"1","31,361","0",20M
"50843","50843",Jarry / de l'Épée,http://m.stm.info/fr/horaires/arrets/50843/bus,"1","193","0",20M
"50844","50844",Somerled / Borden,http://m.stm.info/fr/horaires/arrets/50844/bus,"1","102","0",20M
"50845","50845",Somerled / Borden,http://m.stm.info/fr/horaires/arrets/50845/bus,"1","102","0",20M
"50846","50846",Côte-Sainte-Catherine / Trans Island,http://m.stm.info/fr/horaires/arrets/50846/bus,"1","129","0",20M
"50847","50847",Côte-Sainte-Catherine / Décarie,http://m.stm.info/fr/horaires/arrets/50847/bus,"1","129","0",20M
"50848","50848",Jarry / Querbes,http://m.stm.info/fr/horaires/arrets/50848/bus,"1","193","0",20M
"50849","50849",Saint-Jacques / Elmhurst,http://m.stm.info/fr/horaires/arrets/50849/bus,"1","90","0",20M
"50850","50850",Elmhurst / Saint-Jacques,http://m.stm.info/fr/horaires/arrets/50850/bus,"1","123,356","0",20M
"50851","50851",Saint-Jacques / Elmhurst,http://m.stm.info/fr/horaires/arrets/50851/bus,"1","90","0",20M
"50852","50852",Christophe-Colomb / Étienne-Blanchard,http://m.stm.info/fr/horaires/arrets/50852/bus,"1","54","0",20M
"50853","50853",Christophe-Colomb / Étienne-Blanchard,http://m.stm.info/fr/horaires/arrets/50853/bus,"1","54","0",20M
"50854","50854",Sherbrooke / Coronation,http://m.stm.info/fr/horaires/arrets/50854/bus,"1","105,356","0",20M
"50855","50855",Sherbrooke / Coronation,http://m.stm.info/fr/horaires/arrets/50855/bus,"1","105,162,356","0",20M
"50856","50856",Saint-Hubert / Crémazie (coin Sud-Est),http://m.stm.info/fr/horaires/arrets/50856/bus,"1","30","0",20M
"50857","50857",Crémazie / Saint-Hubert,http://m.stm.info/fr/horaires/arrets/50857/bus,"1","54,192","0",20M
"50858","50858",Saint-Hubert / Crémazie (coin Nord-Ouest),http://m.stm.info/fr/horaires/arrets/50858/bus,"1","30","0",20M
"50859","50859",Crémazie / Saint-Hubert,http://m.stm.info/fr/horaires/arrets/50859/bus,"1","54,192","0",20M
"50860","50860",Crémazie / Saint-Hubert,http://m.stm.info/fr/horaires/arrets/50860/bus,"2","54","0",20M
"50861","50861",Saint-Hubert / Crémazie (coin Nord-Est),http://m.stm.info/fr/horaires/arrets/50861/bus,"1","30","0",20M
"50862","50862",Saint-Hubert / Crémazie (coin Sud-Ouest),http://m.stm.info/fr/horaires/arrets/50862/bus,"1","30","0",20M
"50863","50863",Côte-des-Neiges / Barclay,http://m.stm.info/fr/horaires/arrets/50863/bus,"1","160,165,369,465","0",20M
"50864","50864",Barclay / Côte-des-Neiges,http://m.stm.info/fr/horaires/arrets/50864/bus,"1","160","0",20M
"50865","50865",Côte-des-Neiges / Barclay,http://m.stm.info/fr/horaires/arrets/50865/bus,"1","165,369,465","0",20M
"50866","50866",Van Horne / Lavoie,http://m.stm.info/fr/horaires/arrets/50866/bus,"1","161,370","0",20M
"50867","50867",Van Horne / Lavoie,http://m.stm.info/fr/horaires/arrets/50867/bus,"1","161,370","0",20M
"50868","50868",Saint-Laurent / Guizot,http://m.stm.info/fr/horaires/arrets/50868/bus,"1","55,363","0",20M
"50869","50869",Saint-Laurent / Guizot,http://m.stm.info/fr/horaires/arrets/50869/bus,"1","55,363","0",20M
"50872","50872",Côte-Sainte-Catherine / de Westbury,http://m.stm.info/fr/horaires/arrets/50872/bus,"1","129","0",20M
"50873","50873",Côte-Sainte-Catherine / de Westbury,http://m.stm.info/fr/horaires/arrets/50873/bus,"1","129","0",20M
"50874","50874",Victoria / De La Peltrie,http://m.stm.info/fr/horaires/arrets/50874/bus,"1","124,368","0",20M
"50875","50875",Victoria / De La Peltrie,http://m.stm.info/fr/horaires/arrets/50875/bus,"1","124,368","0",20M
"50876","50876",Papineau / Émile-Journault,http://m.stm.info/fr/horaires/arrets/50876/bus,"1","45,359","0",20M
"50877","50877",Papineau / Émile-Journault,http://m.stm.info/fr/horaires/arrets/50877/bus,"1","45,54,359","0",20M
"50878","50878",Émile-Journault / Papineau,http://m.stm.info/fr/horaires/arrets/50878/bus,"1","54","0",20M
"50879","50879",Saint-Michel / Champdoré,http://m.stm.info/fr/horaires/arrets/50879/bus,"1","41,67,357","0",20M
"50880","50880",Saint-Michel / Champdoré,http://m.stm.info/fr/horaires/arrets/50880/bus,"1","41,67,357","0",20M
"50881","50881",Somerled / Madison,http://m.stm.info/fr/horaires/arrets/50881/bus,"1","102","0",20M
"50882","50882",Somerled / Madison,http://m.stm.info/fr/horaires/arrets/50882/bus,"1","102","0",20M
"50883","50883",Plamondon / Côte-des-Neiges,http://m.stm.info/fr/horaires/arrets/50883/bus,"1","160","0",20M
"50884","50884",Côte-Sainte-Catherine / Lemieux,http://m.stm.info/fr/horaires/arrets/50884/bus,"1","129","0",20M
"50885","50885",Côte-Sainte-Catherine / Lemieux,http://m.stm.info/fr/horaires/arrets/50885/bus,"1","129","0",20M
"50886","50886",Goyer / Decelles,http://m.stm.info/fr/horaires/arrets/50886/bus,"1","160","0",20M
"50887","50887",de Monkland / Rosedale,http://m.stm.info/fr/horaires/arrets/50887/bus,"1","162","0",20M
"50888","50888",de Monkland / Rosedale,http://m.stm.info/fr/horaires/arrets/50888/bus,"1","162","0",20M
"50889","50889",Cavendish / de Terrebonne,http://m.stm.info/fr/horaires/arrets/50889/bus,"1","104,138","0",20M
"50890","50890",Cavendish / de Terrebonne,http://m.stm.info/fr/horaires/arrets/50890/bus,"1","104,138","0",20M
"50891","50891",Jarry / de l'Esplanade,http://m.stm.info/fr/horaires/arrets/50891/bus,"1","52,193","0",20M
"50892","50892",de l'Esplanade / Guizot,http://m.stm.info/fr/horaires/arrets/50892/bus,"1","52","0",20M
"50893","50893",Jarry / de l'Esplanade,http://m.stm.info/fr/horaires/arrets/50893/bus,"1","193","0",20M
"50894","50894",de l'Esplanade / Guizot,http://m.stm.info/fr/horaires/arrets/50894/bus,"1","135","0",20M
"50895","50895",Côte-Saint-Luc / Draper,http://m.stm.info/fr/horaires/arrets/50895/bus,"1","66","0",20M
"50896","50896",Champagneur / Ball,http://m.stm.info/fr/horaires/arrets/50896/bus,"1","80,179,480","0",20M
"50897","50897",Clanranald / Isabella,http://m.stm.info/fr/horaires/arrets/50897/bus,"1","166","0",20M
"50898","50898",Clanranald / Isabella,http://m.stm.info/fr/horaires/arrets/50898/bus,"1","129","0",20M
"50899","50899",Sherbrooke / Mariette,http://m.stm.info/fr/horaires/arrets/50899/bus,"1","105,356","0",20M
"50900","50900",Sherbrooke / Mariette,http://m.stm.info/fr/horaires/arrets/50900/bus,"1","105,356","0",20M
"50901","50901",Van Horne / Légaré,http://m.stm.info/fr/horaires/arrets/50901/bus,"1","161,370","0",20M
"50902","50902",Van Horne / Légaré,http://m.stm.info/fr/horaires/arrets/50902/bus,"1","161,370","0",20M
"50903","50903",Côte-des-Neiges / Carlton,http://m.stm.info/fr/horaires/arrets/50903/bus,"1","165,369,465","0",20M
"50904","50904",Côte-des-Neiges / Carlton,http://m.stm.info/fr/horaires/arrets/50904/bus,"1","165,369,465","0",20M
"50905","50905",Décarie / Édouard-Montpetit,http://m.stm.info/fr/horaires/arrets/50905/bus,"1","17,371","0",20M
"50906","50906",Décarie / Édouard-Montpetit,http://m.stm.info/fr/horaires/arrets/50906/bus,"1","17,371","0",20M
"50907","50907",Bloomfield / Ball,http://m.stm.info/fr/horaires/arrets/50907/bus,"1","80,179,480","0",20M
"50908","50908",Saint-Hubert / de Liège,http://m.stm.info/fr/horaires/arrets/50908/bus,"1","30","0",20M
"50909","50909",Saint-Hubert / de Liège,http://m.stm.info/fr/horaires/arrets/50909/bus,"1","30","0",20M
"50910","50910",Grand Boulevard / Somerled,http://m.stm.info/fr/horaires/arrets/50910/bus,"1","103","0",20M
"50911","50911",Somerled / Grand Boulevard,http://m.stm.info/fr/horaires/arrets/50911/bus,"1","102","0",20M
"50912","50912",Grand Boulevard / Somerled,http://m.stm.info/fr/horaires/arrets/50912/bus,"1","103","0",20M
"50913","50913",Somerled / Grand Boulevard,http://m.stm.info/fr/horaires/arrets/50913/bus,"1","102","0",20M
"50914","50914",Saint-Denis / Guizot,http://m.stm.info/fr/horaires/arrets/50914/bus,"1","31,361","0",20M
"50915","50915",Saint-Denis / Guizot,http://m.stm.info/fr/horaires/arrets/50915/bus,"1","31,361","0",20M
"50916","50916",Barclay / Decelles,http://m.stm.info/fr/horaires/arrets/50916/bus,"1","160","0",20M
"50917","50917",Earnscliffe / Isabella,http://m.stm.info/fr/horaires/arrets/50917/bus,"1","63,129","0",20M
"50918","50918",Saint-Jacques / West Broadway,http://m.stm.info/fr/horaires/arrets/50918/bus,"1","90","0",20M
"50919","50919",Saint-Jacques / West Broadway,http://m.stm.info/fr/horaires/arrets/50919/bus,"1","90","0",20M
"50920","50920",Christophe-Colomb / Henri-Gauthier,http://m.stm.info/fr/horaires/arrets/50920/bus,"1","54","0",20M
"50921","50921",Christophe-Colomb / Henri-Gauthier,http://m.stm.info/fr/horaires/arrets/50921/bus,"1","54","0",20M
"50922","50922",Jean-Talon / de Dunkirk,http://m.stm.info/fr/horaires/arrets/50922/bus,"1","92,372","0",20M
"50923","50923",Station Côte-Sainte-Catherine,http://m.stm.info/fr/horaires/arrets/50923/bus,"1","124,368","0",20M
"50924","50924",Station Côte-Sainte-Catherine,http://m.stm.info/fr/horaires/arrets/50924/bus,"1","129","0",20M
"50925","50925",Station Côte-Sainte-Catherine,http://m.stm.info/fr/horaires/arrets/50925/bus,"2","124,368","0",20M
"50926","50926",Station Côte-Sainte-Catherine,http://m.stm.info/fr/horaires/arrets/50926/bus,"1","129","0",20M
"50927","50927",Goyer / Hudson,http://m.stm.info/fr/horaires/arrets/50927/bus,"1","160","0",20M
"50928","50928",Somerled / Hingston,http://m.stm.info/fr/horaires/arrets/50928/bus,"1","102","0",20M
"50929","50929",de Monkland / Walkley,http://m.stm.info/fr/horaires/arrets/50929/bus,"1","162","0",20M
"50930","50930",de Monkland / Walkley,http://m.stm.info/fr/horaires/arrets/50930/bus,"1","162","0",20M
"50931","50931",Saint-Michel / de Louvain,http://m.stm.info/fr/horaires/arrets/50931/bus,"1","41,67,357,467","0",20M
"50932","50932",Saint-Michel / de Louvain,http://m.stm.info/fr/horaires/arrets/50932/bus,"1","41,67,357,467","0",20M
"50933","50933",Gare Canora (Jean-Talon / Wilderton),http://m.stm.info/fr/horaires/arrets/50933/bus,"1","92,372","0",20M
"50934","50934",Saint-Laurent / Jarry,http://m.stm.info/fr/horaires/arrets/50934/bus,"1","55,363","0",20M
"50935","50935",Jarry / Saint-Laurent,http://m.stm.info/fr/horaires/arrets/50935/bus,"1","193","0",20M
"50936","50936",Saint-Laurent / Jarry,http://m.stm.info/fr/horaires/arrets/50936/bus,"1","55,363","0",20M
"50937","50937",Jarry / Saint-Laurent,http://m.stm.info/fr/horaires/arrets/50937/bus,"1","193","0",20M
"50938","50938",de l'Acadie / Saint-Roch,http://m.stm.info/fr/horaires/arrets/50938/bus,"1","365","0",20M
"50939","50939",de l'Acadie / Saint-Roch,http://m.stm.info/fr/horaires/arrets/50939/bus,"1","365","0",20M
"50940","50940",Côte-des-Neiges / Van Horne,http://m.stm.info/fr/horaires/arrets/50940/bus,"1","165,369,465","0",20M
"50941","50941",Van Horne / Côte-des-Neiges,http://m.stm.info/fr/horaires/arrets/50941/bus,"1","161,370","0",20M
"50942","50942",Côte-des-Neiges / Van Horne,http://m.stm.info/fr/horaires/arrets/50942/bus,"1","165,369,465","0",20M
"50943","50943",Van Horne / Côte-des-Neiges,http://m.stm.info/fr/horaires/arrets/50943/bus,"1","161,370","0",20M
"50944","50944",Somerled / Hampton,http://m.stm.info/fr/horaires/arrets/50944/bus,"1","102","0",20M
"50945","50945",Sherbrooke / King-Edward,http://m.stm.info/fr/horaires/arrets/50945/bus,"1","105,356","0",20M
"50946","50946",Sherbrooke / King-Edward,http://m.stm.info/fr/horaires/arrets/50946/bus,"1","105,356","0",20M
"50947","50947",Barclay / Hudson,http://m.stm.info/fr/horaires/arrets/50947/bus,"1","160","0",20M
"50948","50948",Saint-Hubert / Leman,http://m.stm.info/fr/horaires/arrets/50948/bus,"1","30","0",20M
"50949","50949",Saint-Hubert / Leman,http://m.stm.info/fr/horaires/arrets/50949/bus,"1","30","0",20M
"50950","50950",Décarie / Isabella,http://m.stm.info/fr/horaires/arrets/50950/bus,"1","17,371","0",20M
"50951","50951",Décarie / Isabella,http://m.stm.info/fr/horaires/arrets/50951/bus,"1","17,371","0",20M
"50952","50952",Wilderton / Bates,http://m.stm.info/fr/horaires/arrets/50952/bus,"1","160","0",20M
"50953","50953",Cavendish / de Monkland,http://m.stm.info/fr/horaires/arrets/50953/bus,"1","104,138,420","0",20M
"50954","50954",de Monkland / Cavendish,http://m.stm.info/fr/horaires/arrets/50954/bus,"1","162","0",20M
"50955","50955",Cavendish / de Monkland,http://m.stm.info/fr/horaires/arrets/50955/bus,"1","104,138,420","0",20M
"50956","50956",de Monkland / Cavendish,http://m.stm.info/fr/horaires/arrets/50956/bus,"1","162","0",20M
"50957","50957",Jarry / De Gaspé,http://m.stm.info/fr/horaires/arrets/50957/bus,"1","193","0",20M
"50958","50958",Jarry / De Gaspé,http://m.stm.info/fr/horaires/arrets/50958/bus,"1","193","0",20M
"50959","50959",Côte-Sainte-Catherine / Lavoie,http://m.stm.info/fr/horaires/arrets/50959/bus,"1","129","0",20M
"50960","50960",Côte-Sainte-Catherine / Lavoie,http://m.stm.info/fr/horaires/arrets/50960/bus,"1","129","0",20M
"50961","50961",Crémazie / Christophe-Colomb,http://m.stm.info/fr/horaires/arrets/50961/bus,"1","192,460","0",20M
"50962","50962",Grand Boulevard / de Terrebonne,http://m.stm.info/fr/horaires/arrets/50962/bus,"1","103","0",20M
"50963","50963",Grand Boulevard / de Terrebonne,http://m.stm.info/fr/horaires/arrets/50963/bus,"1","103","0",20M
"50964","50964",Champagneur / Saint-Roch,http://m.stm.info/fr/horaires/arrets/50964/bus,"1","80,179,480","0",20M
"50965","50965",Clanranald / Queen-Mary,http://m.stm.info/fr/horaires/arrets/50965/bus,"1","63","0",20M
"50966","50966",Queen-Mary / Clanranald,http://m.stm.info/fr/horaires/arrets/50966/bus,"1","51,166","0",20M
"50967","50967",Somerled / Draper,http://m.stm.info/fr/horaires/arrets/50967/bus,"1","102","0",20M
"50968","50968",Somerled / Draper,http://m.stm.info/fr/horaires/arrets/50968/bus,"1","102","0",20M
"50969","50969",Goyer / de Darlington,http://m.stm.info/fr/horaires/arrets/50969/bus,"1","160","0",20M
"50970","50970",Bloomfield / Saint-Roch,http://m.stm.info/fr/horaires/arrets/50970/bus,"1","80,179,480","0",20M
"50971","50971",Victoria / Saint-Kevin,http://m.stm.info/fr/horaires/arrets/50971/bus,"1","124,368","0",20M
